case_id,campaign,geometry_id,pc_pa,pa_pa,npr,of_ratio,t0_k,gas_model,turbulence_model,wall_model,evidence_status,physics_accepted,training_eligible
hot_methalox_nominal_016,hot_methalox_nominal,DLR_PAR,5200693.017884666,72564.49514060661,71.66994006927767,3.1498524313027696,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_017,hot_methalox_nominal,DLR_PAR,5180027.831878534,50657.12931562503,102.25663992137767,3.2983072021143585,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_018,hot_methalox_nominal,DLR_PAR,5337058.816907667,67673.05606581268,78.86534356771662,3.2809933024891444,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_019,hot_methalox_nominal,DLR_PAR,5107918.621143173,60251.844914197485,84.7761363725406,3.1185063214466253,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_020,hot_methalox_nominal,DLR_PAR,5126742.6651705345,87081.36801391153,58.87301476880245,3.2669434708604044,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_021,hot_methalox_nominal,DLR_PAR,5372813.177346296,65810.5036467884,81.6406634141979,3.2488774407227674,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_022,hot_methalox_nominal,DLR_PAR,5145685.861143141,100836.18653871055,51.03015135511631,3.19513728394203,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_023,hot_methalox_nominal,DLR_PAR,5287547.431889577,62171.42555959175,85.04787182049454,3.2598783454198816,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_nominal_024,hot_methalox_nominal,DLR_PAR,5226161.996418418,77756.305201882,67.21206701951066,3.251505691049284,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,representative_LLAMA_scale_operating_envelope,false,false
hot_methalox_ground_throttle_exploratory_001,hot_methalox_ground_throttle_exploratory,DLR_PAR,2559971.7977145975,101325.0,25.264957293013545,3.2711208758272305,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_002,hot_methalox_ground_throttle_exploratory,DLR_PAR,2998033.051501125,101325.0,29.58828572910067,3.1590683292722197,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_003,hot_methalox_ground_throttle_exploratory,DLR_PAR,3443315.5431212774,101325.0,33.98288224151273,3.1936517429830267,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_004,hot_methalox_ground_throttle_exploratory,DLR_PAR,4938889.518787262,101325.0,48.74304977831001,3.1551986828150502,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_005,hot_methalox_ground_throttle_exploratory,DLR_PAR,3563497.00527115,101325.0,35.16898105374932,3.212038875517553,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_006,hot_methalox_ground_throttle_exploratory,DLR_PAR,3932227.8469366776,101325.0,38.80807152170419,3.105264345885516,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_007,hot_methalox_ground_throttle_exploratory,DLR_PAR,2370954.406922216,101325.0,23.399500685144,3.144660486376349,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_008,hot_methalox_ground_throttle_exploratory,DLR_PAR,2723445.5341915283,101325.0,26.8783176332744,3.2075519750574997,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_009,hot_methalox_ground_throttle_exploratory,DLR_PAR,3712779.664363521,101325.0,36.64228634950428,3.2593710065103987,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_010,hot_methalox_ground_throttle_exploratory,DLR_PAR,4738032.136874271,101325.0,46.76074154329406,3.1415202753669074,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_011,hot_methalox_ground_throttle_exploratory,DLR_PAR,3280891.177662549,101325.0,32.3798783879847,3.2554596389631576,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_012,hot_methalox_ground_throttle_exploratory,DLR_PAR,5199776.420813104,101325.0,51.317803314217656,3.294631430907986,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_013,hot_methalox_ground_throttle_exploratory,DLR_PAR,4066252.89295512,101325.0,40.13079588408705,3.132117395853095,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_014,hot_methalox_ground_throttle_exploratory,DLR_PAR,2928883.2207461037,101325.0,28.905829960484617,3.178692975871261,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_015,hot_methalox_ground_throttle_exploratory,DLR_PAR,2015501.0809350065,101325.0,19.891449108660314,3.2870942681089916,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_016,hot_methalox_ground_throttle_exploratory,DLR_PAR,2261264.9059175844,101325.0,22.316949478584597,3.1090965225888443,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_017,hot_methalox_ground_throttle_exploratory,DLR_PAR,3247654.3238173514,101325.0,32.05185614426204,3.2761551388212884,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_018,hot_methalox_ground_throttle_exploratory,DLR_PAR,4325104.872470283,101325.0,42.685466296277156,3.171734702444782,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_019,hot_methalox_ground_throttle_exploratory,DLR_PAR,4524400.682233225,101325.0,44.65236301241771,3.247762898530814,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_020,hot_methalox_ground_throttle_exploratory,DLR_PAR,2698745.875620901,101325.0,26.634550956041462,3.227775458889253,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_021,hot_methalox_ground_throttle_exploratory,DLR_PAR,4999881.422705665,101325.0,49.34499306889381,3.1228638584057578,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_022,hot_methalox_ground_throttle_exploratory,DLR_PAR,4576195.417616289,101325.0,45.16353730684717,3.220504132901136,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_023,hot_methalox_ground_throttle_exploratory,DLR_PAR,4134900.020444758,101325.0,40.80829035721449,3.2395112288612293,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
hot_methalox_ground_throttle_exploratory_024,hot_methalox_ground_throttle_exploratory,DLR_PAR,5327307.046351999,101325.0,52.576432729849486,3.19141788434152,CEA_PENDING,equilibrium_products_LUT,SST_2003m,adiabatic,exploratory_not_validated_below_5.1MPa,false,false
