case_id,geometry_id,pc_pa,t0_k,pa_pa,of_ratio,separated,x_sep_m,physics_accepted,provisional,p_s000,p_s001,p_s002,p_s003,p_s004,p_s005,p_s006,p_s007,p_s008,p_s009,p_s010,p_s011,p_s012,p_s013,p_s014,p_s015,p_s016,p_s017,p_s018,p_s019,p_s020,p_s021,p_s022,p_s023,p_s024,p_s025,p_s026,p_s027,p_s028,p_s029,p_s030,p_s031,p_s032,p_s033,p_s034,p_s035,p_s036,p_s037,p_s038,p_s039,p_s040,p_s041,p_s042,p_s043,p_s044,p_s045,p_s046,p_s047,p_s048,p_s049,p_s050,p_s051,p_s052,p_s053,p_s054,p_s055,p_s056,p_s057,p_s058,p_s059,p_s060,p_s061,p_s062,p_s063,p_s064,p_s065,p_s066,p_s067,p_s068,p_s069,p_s070,p_s071,p_s072,p_s073,p_s074,p_s075,p_s076,p_s077,p_s078,p_s079,p_s080,p_s081,p_s082,p_s083,p_s084,p_s085,p_s086,p_s087,p_s088,p_s089,p_s090,p_s091,p_s092,p_s093,p_s094,p_s095,p_s096,p_s097,p_s098,p_s099,p_s100,p_s101,p_s102,p_s103,p_s104,p_s105,p_s106,p_s107,p_s108,p_s109,p_s110,p_s111,p_s112,p_s113,p_s114,p_s115,p_s116,p_s117,p_s118,p_s119,p_s120,p_s121,p_s122,p_s123,p_s124,p_s125,p_s126,p_s127
mock_0040,DLR_PAR,3285193.553631552,3483.2563345294316,94110.8473480432,3.1501809865551844,1,0.09589305960345514,0,1,1299038.6975940082,1259589.1490911767,1219878.8541569,1188114.798405046,1152879.2731540499,1118693.1832179893,1080271.2422857552,1051546.391610046,1024741.6939821474,990099.1967923427,963652.6386282239,936994.3416663187,910409.851353434,878622.2521995523,858288.3909686549,826428.4957714995,805209.0866467784,781231.3705075128,763164.6658450398,736865.4162622801,719197.5780853713,694771.2555719835,675539.9879213992,654548.0317520591,635243.7380929219,617670.9653436199,596853.9716395949,579841.7369410542,561097.8332127837,546547.8057510235,530261.8266632571,512096.0840486567,501147.4709103677,489689.37439379754,470178.47483831184,456156.33636078134,440170.0601383192,430256.1361801503,421319.8488930029,405708.2581572844,394255.3600798265,381269.68073716026,369072.58239854226,357850.9672508907,352353.0971888484,335181.7638261626,328553.52012306516,322411.7265931573,308517.4938998445,303698.1482891883,294424.6547985532,285365.638479512,276916.845884105,270247.42182853987,259952.82546805005,248611.7012853522,245562.21206464386,236002.71639403614,226815.56686659035,225022.74091137276,216518.13357689074,212841.66719351435,205778.92055307908,195655.16019480812,191260.34467683695,185535.52090833173,183059.5648187351,177638.76963407366,171172.75846503663,165908.27093156296,164593.72328987674,159432.92795302524,151002.48182444606,150169.36678243845,145813.94368878362,137609.2261402162,134552.18624656426,132373.8742617303,127937.40392041097,120698.50901811595,113004.40612376753,115384.0236687737,111026.09410267283,109010.06855287575,108709.86540930245,100711.33498500758,102326.25004886657,99202.25321038437,92908.99274531002,91053.69324044295,89879.41163911049,88152.4590926332,85635.30549152265,88327.885224528,88018.52317236064,92283.41525559376,97669.93406806274,106638.17504118709,111647.62666188487,121788.89052746903,123013.17281977796,126728.6620452515,129212.60236363382,131370.43590345464,133568.63322831367,131317.05589031806,133268.3502265686,127048.14917360811,128222.74614827489,125497.19420121462,122705.71017603902,121725.79715849512,121683.76758161993,122733.59361164024,121145.82820080454,118769.18342283023,115296.06445798774,116384.60475440745,115815.53268379433,112963.49530446775,115998.47326708076,115696.26009372024,111312.70134386652,106183.66780020107,107550.02658861059,109698.97319010383,107216.93870412179,106591.80264409445
mock_0041,DLR_PAR,2865564.021154927,3482.625007697566,74262.30223869566,3.132143077073322,1,0.09019005472637028,0,1,1132451.948889992,1098037.041447367,1065283.7283566382,1031015.5941574001,1004398.3850149763,973413.0239058452,944461.1555555955,915207.8541720093,892925.4783647383,865655.7925255779,835234.1306227782,810709.3637551167,793790.5476551005,765583.6283180247,743951.5190722231,725576.8040498643,705926.2815514846,679847.6687769162,663982.133997975,645698.6870458893,620757.2223674796,601975.6749691752,586794.4509994064,572339.0362346276,556160.9889267667,538491.6387529641,524181.9390445698,508210.74096525955,491132.8874020028,475971.5046247866,465531.53937248845,450215.39464387123,439649.5277827322,423128.6659371442,412309.14310478256,397472.7465603667,385618.6162339616,376038.0700694574,362455.2979893376,357099.7879029643,342339.0204806568,326952.7269634552,321237.5765290883,311963.3636703344,305367.47288657795,297577.84332982847,289761.73471984436,276050.7968139444,269610.792044905,264725.82625950966,252721.14112334774,247177.54876143366,238334.84033846654,235577.78783674823,223524.31022074126,217964.21626446527,212535.25280226918,204186.63578660274,206246.0455156106,193267.42320393576,191238.9323667876,183618.1466284742,177846.76787574394,167778.30546047943,169964.57056085838,161311.20216326285,158578.32346162744,156809.8127453749,148096.98025269125,142786.43165290784,142076.6087852069,134408.3262577575,129700.72726218568,127184.55759244395,123609.6635629013,117625.44156784458,114403.81784674416,114917.16574145749,113218.50836963253,106214.54631159642,103059.39310523942,103051.67372588725,98581.92397724312,94935.67209759109,96853.94320601929,90283.55836575427,91795.2298504507,89601.64039582688,90099.39937481083,94028.52572310511,93506.79899453645,95349.33275837812,106925.33348319575,112580.90329780168,116498.76132842632,117459.71601142405,116744.84643693472,117815.33358422112,121695.1449392279,116993.56340168264,119783.58555559754,113997.72462130852,116791.88875380352,112917.4424151261,111419.8296501753,111818.3636248833,114784.35856532489,111126.02541963698,109514.50806570961,101906.96890644825,103947.07711739934,102551.4046204237,97140.54107299334,102526.53930548513,107584.67789872098,94762.7940492598,93096.46949429109,95985.3641399714,95509.22544296739,92953.00444456226,88810.00761020381,95712.96870916967,87171.32950329427,88286.69359978406,88909.45008168084,89597.56698013062,93381.26749282435,82511.22590246801
mock_0042,DLR_PAR,3011386.963205559,3481.886450558315,86389.13204674667,3.1110414445232935,1,0.09596947923446122,0,1,1187731.9732931196,1155986.792710662,1118341.112891737,1087025.3874431048,1061068.4527230482,1020886.4767848344,997239.8876437901,964437.4392066584,933904.0615248116,909228.2390017355,884093.5246091558,858883.1921281561,832295.2201162571,806278.3898519924,790633.1054751605,762905.3994958544,739140.1104336819,715278.1523497696,694310.9156776972,674896.0467830579,653372.11883751,636452.0669820688,617957.3956046546,601925.6222170216,584227.3725689455,568106.9160809949,549922.5382294793,531346.8072300333,516680.4352355234,502798.83553164895,484950.6097085227,471811.8746072379,459228.7908270246,443895.9052430371,430293.87489581207,415622.0910475534,404868.53822312603,397273.9316595786,384348.2133320363,371581.54555700417,358280.6486352081,348793.53994939063,335972.9983076473,331139.3071863532,320552.1207143303,306055.2999280963,305100.33878010063,294581.6093702747,286647.40296325117,274483.19909559784,264483.9547399274,255711.16490001665,251526.14324500022,250956.8758537523,241957.94009336745,230666.17578282495,223911.46424078313,218730.20628965794,210048.266889752,208760.05378905032,194273.7144485935,194530.51178226786,185937.48089848028,179448.23720391854,176182.2619628009,171987.3828724067,166856.29397947935,162090.67956019737,156636.4654994405,149435.3278630027,146763.52265601742,140310.28363242134,138178.8626999814,136142.84146067154,131631.218380142,127755.07822545925,123611.56721356619,120189.43241104303,120307.32619901602,111389.30678999661,107014.85699369146,105703.0238103798,102843.01161001452,101852.93629681416,98151.3360334908,92923.17988169967,90085.12611274197,89159.35037515564,85699.3039900341,87777.77445460776,79992.0743850769,80303.47418763748,81817.40444501418,82960.7959758006,79367.89959807658,76156.37661979045,82707.88154063515,99035.77203837917,100523.80469682832,108628.3864740053,118818.46686684505,112102.75872951091,116977.79967635927,122596.73181379568,122207.05336846517,121437.36407516054,120805.39658884628,120736.54253658807,120332.44291505768,117657.33682880712,113801.36672736694,118076.77702410612,117213.52676905651,110390.17016426138,109291.64032967438,108572.65713821845,109228.41540299667,106597.59040678335,103798.76808469238,106585.79707048988,105929.61469055455,102647.74463502622,101548.86335255041,102570.72624620868,98604.42434948741,98264.11637584111,96335.09706486361,96940.36499158488
mock_0043,DLR_PAR,3647724.034337624,3488.19807518157,61686.6479675062,3.2913735766162877,1,0.05834366204820239,0,1,1435214.299636484,1394177.2992701316,1358812.283560096,1314526.4404714725,1279848.327803812,1239483.6706594718,1205065.9178252798,1171921.6474822052,1134942.0108876175,1098741.9959031597,1071482.6868115477,1038675.0922469542,1006142.2162412821,975202.6002280347,950735.5926008711,917747.816368622,892983.0049267999,866345.1989479834,845791.7822739236,816698.0756176154,795636.9729186965,773265.2365022372,743637.9055183999,723593.5772562742,702648.9679222769,688343.6260208518,664130.3805775021,644398.6626988252,623924.9790197742,608107.2003076825,590783.0415373398,571671.2325722066,550893.5551948403,540914.4274221708,518502.9283393192,506798.2216555482,488646.84999805444,481981.47063092253,465140.49144408683,449439.42201747955,433835.38448273734,423284.0561911951,410669.1496499198,406102.66166364343,383844.3989298028,376693.6569426388,367782.26406971493,355781.3793937283,342711.74945340166,336338.14485231147,323197.71885553416,314455.196134715,307323.3651974512,304418.0238580943,291761.7232787548,284269.14599706687,281433.6750436987,282586.24041283346,278348.04981160734,276540.9163805283,276155.78151247586,271884.1455270463,271185.13526755566,265302.33003142104,260199.26887416275,259231.42699700515,252815.62014397545,249715.55569079297,240556.34945799762,235369.23096717973,226664.5527921487,228689.1500489757,218725.66613204012,213721.31630685448,211647.05748722111,205287.097386095,202418.04932108772,195930.9413531101,188587.14718475938,188197.611353225,185578.5900401133,180950.04285538368,177791.44579882003,171670.24955958448,170453.86587716133,165695.46268781187,164248.81285477962,159661.16324917838,158692.83875771557,147778.03112548668,148799.91203275294,141375.48133116736,142074.97080016282,139590.34076004446,137901.8937215442,134596.3925002713,134882.68914706365,128241.12293579709,129018.48847683844,122794.54553798644,123714.8891843253,118971.2709550615,123042.58400534408,116677.8378056451,116337.59223263168,116208.88110868607,111097.22532784415,111832.20668614829,105602.2316662005,103682.74747646648,106928.76903756983,101658.90587713642,99547.18667002258,99787.29253205702,96662.68249037456,100139.14657994751,95329.46442869546,95824.12269697385,94191.93496354835,92524.72146361749,94936.01787686617,88224.90826945848,88126.53560961461,87124.08664545059,84221.35690970288,87681.82403578858,85378.51467619956,87067.23231403585
mock_0044,DLR_PAR,5198791.534577216,3485.5011740672076,54318.326075230565,3.214319259063071,0,nan,0,1,2052160.907664533,1991888.3136831285,1934054.6166762533,1878544.1081060448,1822211.43626524,1770013.3661545808,1711393.637769864,1666162.3908831195,1619019.58643091,1572959.464597241,1523791.4606173066,1481149.227059629,1436748.4686919122,1392269.8397134251,1347352.2400958673,1315216.1915643683,1273849.054549572,1234786.562230135,1200958.0357338984,1168223.5206795868,1133785.8460014919,1096140.8291012796,1064512.7366819282,1037926.9581311842,1006577.8342507049,971806.3854692379,946829.3167159853,918471.7898980551,891909.2053904106,864965.2887295659,841063.327981774,813242.9426651177,794778.0543688366,772314.1211279861,741908.5728099335,721996.6334271254,705479.6839695508,680934.8670771507,659662.8990155954,646444.9447448264,626672.4884792342,600737.1795686048,585098.3187520915,573247.2761659295,555598.1059371254,536080.4342762738,518656.9593508694,510792.1839983824,492666.0274181956,477807.27686867013,462176.32777573133,449082.3917867135,434967.9964844547,425199.8760098631,409933.8906443831,402090.8950669754,386449.2624136272,376372.9188939577,365975.28475635295,354797.7549090446,340658.37222232914,332600.96424673666,326600.96855389286,311080.3778221665,306915.0433281873,292986.1431739878,287310.1730207215,282227.62456741766,272502.0315838054,263467.0501203306,255685.58456530978,248315.24081751463,236326.2936640647,231849.3736631413,223578.832043086,217843.19894941777,214834.24095839818,208247.0661243316,200646.5920871472,195954.7758635183,190082.43665479793,183591.6085958994,182265.21922558645,179772.06367959286,164979.1946471203,163647.70153516755,160820.5565677082,153355.97242337355,148359.1578535662,144725.01175837553,139483.1575895112,137444.170241356,131879.63033569386,134610.78847274918,127260.14348406489,122733.35246725743,115378.9900120041,111983.55864945812,109407.11468370158,106092.81759786051,102780.40863429874,99828.74582701309,95104.67261256921,92843.3196683506,92897.02001776888,90870.55570710049,87458.74001670623,84071.83053046791,84030.48435374741,80910.7191101565,81209.52517429812,76219.86144430244,76852.88257065552,75018.8669247091,68155.35086028658,64818.63594760309,69105.4157440302,59072.578511370695,63072.698521411316,59728.47632827005,54536.042274433035,56850.70337947239,49244.94438012229,52395.47934678797,46762.7370070081,53742.78881382162,49021.70771740614,43842.6740627527
mock_0045,DLR_PAR,2741204.9037930667,3487.988307557271,76739.2617870461,3.2853802159220384,1,0.09463241498634692,0,1,1082760.4335840913,1054290.948130409,1018635.3684293316,986838.7857657046,962470.7991371171,931739.1452701731,906124.5889081518,877106.7094743876,848999.2872454108,824284.645427883,806578.0336756278,780917.3940746002,754049.2762798795,739054.4477825459,711593.4319768145,690646.2528273059,669653.4083703973,649740.6860690154,634180.8435166659,615693.0718014226,596116.8943914935,582038.441954844,559084.8991142699,547782.3438949721,530675.5841145036,513490.39142288116,500091.36954858515,483145.24069666985,470293.41014171334,458365.19303368335,442854.5267109563,435312.67671858956,416189.41077058826,403046.7112576538,392023.37002731796,381085.28434724733,373580.86782274867,362335.223145211,349647.2701845344,340532.33336093096,331556.1317477847,320882.3797636324,312060.8344106958,299486.6815971178,287912.37472567655,287017.0304297305,277258.71759174514,267669.55209952616,260278.05272922505,252168.99682739988,245367.83185429565,237167.0124405451,228546.26482577436,222985.3826911924,218540.14766075969,211532.31256147227,200970.01580948062,199903.14289038544,190536.45827725012,185318.8119801761,181071.0499936661,176886.95422236572,169631.8396637146,168318.148121292,161673.99079052696,153810.4070997506,154286.7653196646,146680.2558056352,141491.98719132936,139371.0111372203,135191.90348572406,130750.56511026384,131766.86977942384,122088.66108544453,121569.83162754323,115247.63984032434,112506.22702918657,107719.9002512971,106771.67588084665,101781.6562044161,100600.16559975715,96460.86929585967,94431.03880271439,91729.9762723681,92179.78131183244,89477.02590432686,83523.63031409134,80181.99980713466,78646.1933052212,75966.627402906,76512.02345004954,76847.90529011979,73035.40639716816,73885.963369365,75991.50147385032,78606.71991482958,89136.82787336699,93859.71390094486,97834.71590598811,105055.99977602356,110180.99190867555,112414.32189498284,110487.50287686962,111695.44750320213,110940.85291323626,106098.14082186566,112370.81246230917,105222.3313507842,109713.38882099547,108973.04076778398,108767.29716644614,106384.38648740479,95634.32718046936,102542.6711236171,97562.52116729174,96448.79126644101,94057.9035479701,95098.87201561479,92338.49545451118,95788.39003445872,91873.07987827534,94205.04385154179,89378.00091795088,94354.14693926024,94945.96090218585,89102.06325527371,88505.95114605072,85217.93172363807
mock_0046,DLR_PAR,4776684.231964262,3481.6554641381945,71447.95206614918,3.1044418325198437,0,nan,0,1,1890549.4734932424,1830864.9384967478,1776776.022100489,1720265.4223341362,1674328.0801717653,1620821.4380618073,1574805.0839974175,1529770.8654555005,1485689.1595125005,1444018.600618034,1400376.7158032337,1359118.2832421234,1313631.7172062264,1279036.6379506409,1240150.911819235,1203430.2772060419,1170236.4082664538,1134148.0833496181,1106491.4166646057,1068430.9567094252,1038290.0883657098,1004932.3327244725,983537.2938520932,950646.4390936099,923478.486764964,895142.1606683488,869927.6106450415,841497.9469503303,820080.461392601,794833.0861569894,771429.3534044804,749172.4903827306,726476.6393721706,705893.6535829051,686157.0362317619,661674.191152263,641250.6816507217,625962.7998608055,609258.6587319216,588481.2572864844,575139.338228986,553046.0779246081,538881.426876671,523317.6189334505,507582.6694059532,490140.63621083525,477913.302839961,462344.48581953655,452235.8199674865,436805.2331112674,426125.9046885722,411514.22676386335,398428.2246397669,392336.6662295378,377725.59142318025,365165.72922656423,358686.31645005906,343562.59565188776,337249.29711073113,326013.4425411769,315865.6733393549,308521.6304253684,294688.12090499804,288168.7250412995,281234.0922860097,273489.13471103157,269131.6413211492,256545.3159427106,249132.52296612252,243847.40921158038,232129.1581138891,229990.03020481978,223859.1480181205,213579.85152175202,208898.96234772133,203533.9288745261,189909.31947002522,186595.91593397938,180602.41133841936,174598.82288412884,176081.18551068485,166756.44453978873,163254.10974425325,157426.05718407387,154242.22250693248,152438.29197173475,143965.9207050232,141327.03923747822,136318.25425590712,135214.23916079645,129589.59377520674,126820.16598649026,120794.19034638666,122611.78872522677,116696.70733632585,111249.93601344047,108764.10892279576,107656.75280186799,99664.2589179246,96952.61656918301,101129.66722373749,93065.2670375232,92137.92338367178,87668.01771213711,82209.26547143776,77066.99071732986,82931.4667578981,76968.9394859773,74141.7716141933,72875.74632529428,69907.66965846656,67232.99867919816,63489.9365140121,66525.75387470439,62457.70576530123,61269.65524124156,62246.14529548048,56551.77468877654,55204.735044566216,58435.23106253952,51866.487092104115,50141.96030235168,47161.28341786892,47267.93352031903,47499.52891017249,46416.97812406443,44530.647447136405,40623.07392205873
mock_0047,DLR_PAR,3840054.4858484827,3484.799860136147,51663.221369304956,3.1942817181756227,0,nan,0,1,1520856.747389639,1468710.2601760346,1426129.7764167583,1382754.3991262643,1342966.404997214,1307689.904180437,1268182.6230893722,1232609.9803842756,1197077.3705078003,1159601.1267884693,1126310.5706400813,1095655.3853024465,1058188.7310323385,1029297.9785106977,996440.9330427083,967981.7340570518,938081.5306990478,917491.216072467,885866.957175014,862733.0994476518,832291.2635412456,811600.9541522386,784753.7687950378,765705.448275295,739889.1559038868,720533.290045499,696366.6179120294,678706.0732023725,657782.7858641928,640678.8627749409,618387.330010134,601256.6291266971,580273.6943475005,565491.9086501214,552432.839266434,541587.1093132936,520432.04201554984,504620.6281778745,488524.2338920945,474050.50337124005,458317.42588427925,447588.75581377937,435180.84083479975,418603.3286215863,410243.9426780885,394383.92048477987,386604.0401745988,373943.02263998106,365542.22252793226,355588.8131240243,343051.9444197441,328739.2004028783,327410.029267936,308897.5505345605,304673.2278704423,300049.07773187646,286414.25640529365,274425.53398513916,269442.4843054294,260140.98651713968,255022.9445799508,242812.42655867088,237451.6370373671,232375.10517209463,223302.04346832572,219135.13600237173,209524.578197655,207663.97852658492,200962.6700154321,192005.75666196895,192483.2275260603,182775.11661573488,180821.69954201122,175544.11207235206,170638.6765647881,166962.40902979576,153048.62720747883,153989.5449513247,149297.1772295556,143749.27495979005,138613.8182186886,134819.0589235418,129183.06055060173,123352.71070641592,128755.76339043342,116069.09639796262,116697.40160890146,111382.55814678229,111565.75019337867,105463.51085481636,107151.20770491731,103724.52562940438,101211.81518838777,91653.59464525223,90810.89060992726,93171.99532622007,81012.92417094826,87072.32597697517,81183.56309945128,74957.60255750015,72114.03544158969,77256.05533816792,73205.63487528753,73677.47873678668,65603.93790019098,65774.06298588624,68561.99968597548,61842.44414088971,57664.29990578362,58172.5963699162,59993.078918411804,52519.53847931561,53297.721866584354,51669.529091689954,49170.58458911244,48863.26735719961,48175.8154732931,47837.58953019958,43961.586777171215,44977.28965053539,42712.94540921552,39976.81004384313,38158.95629069732,39398.15846883522,36078.40153369655,36949.0630427666,35166.97411983444,31991.99929268341
mock_0048,DLR_PAR,3957162.7672652677,3486.6264942747175,97856.92369859773,3.2464712649919245,1,0.08732071214344685,0,1,1564320.6001732454,1519109.7488697227,1473801.092322498,1429770.7564650197,1385579.972264411,1342845.7107953837,1305716.194763101,1267025.7885686192,1231248.4490971307,1199740.074919386,1160395.7632210113,1125624.2641644818,1093234.2428822492,1060595.7890702107,1033129.3557986929,1002689.068536104,968659.4286178416,938918.9631894125,916602.7310594058,886676.1389126829,856940.1683072066,837340.139794991,814459.7922741546,789067.9769502429,759716.5321403124,744462.3037519142,720335.91886575,696198.7386408539,678516.438130213,658063.1882653902,638053.1962750424,623946.456390016,603735.9518261316,584425.6580095344,567602.8271138753,553960.4582961265,537204.8026791789,519794.9008614333,500723.7609099593,488162.8865297447,473272.8928422252,459412.3160623698,449972.3061878273,434102.5710814482,421870.4353145933,407959.5573304761,396047.5182586253,384883.25597478735,373852.0133808426,360740.91292843525,355395.1400117788,338611.7318852434,335695.35783717723,325562.4451088662,314982.02011773625,302076.12874808535,292747.7404356861,284179.88584591466,277757.33846257284,269019.7401947085,260755.5263310591,258290.67300739378,247829.22074897675,237863.58499595794,232394.915614169,220620.74894010887,216168.92496815763,218146.42362805246,208881.49348184676,199518.63507228042,196684.1859853228,189510.25870428985,179667.71816359487,178007.57484399763,173422.00562553148,170137.98993270556,164136.3468137779,157502.65580675701,153819.3692850642,150036.00763920185,145458.1353422719,143825.463777507,138932.12977987892,133577.8364260236,129787.12299748097,130848.25464364428,135312.53159671882,140630.8506700293,146958.48777332905,152901.1370636756,158274.98109195026,165076.89245036605,169676.9675806836,173143.9325158496,169796.37712584255,170663.6861341093,165507.97833114892,166768.29937224378,162324.63566033973,162635.16163228138,160688.01150981558,155583.66513876652,154457.21450398513,148880.81765784082,149888.36836997824,150062.27308906062,144125.28299695483,148100.45597938556,143465.97710702065,135352.59539773973,138427.57160565013,136349.21611128966,140926.56854867435,132712.79351686483,130579.09665649575,130766.86685953455,127645.96124218049,127612.54355940282,130528.75873818655,125760.59440830804,127906.38098821798,126812.79475829296,121675.1966227688,120803.63315114689,118958.07245345209,118922.69506806062,114737.22387500045,120494.20056454629
mock_0049,DLR_PAR,4027199.7522019525,3484.020265833426,50680.51618336603,3.172007595240741,0,nan,0,1,1590655.1293047015,1542724.5630020853,1497813.2500743545,1453891.1907909107,1406215.924813127,1370604.421291261,1327537.177747258,1295658.8819431416,1251468.0264409708,1221743.5358741917,1182697.20721969,1147937.0519432984,1112660.6347897428,1077617.0252459634,1049510.443635697,1015999.1459486117,986405.804754678,957140.5209540995,931702.233880952,901907.2687935487,879167.8155343255,852504.3362426573,827097.8914990673,798417.9088837828,776534.0620219241,749329.6412310658,735310.17955451,713091.0734558026,688374.3545879811,669343.199875611,654999.9848264488,640273.7105998077,610741.393407592,595686.9886606145,579553.0390166829,561019.260035269,545434.3719486778,527852.9762413107,514529.4775356091,497095.57789537427,481217.6074550395,468742.1928591882,451254.9541666751,441538.1190215453,426547.45727209275,415395.45161316707,407920.98452386743,392687.15234349825,382473.72083517356,372160.1213114175,360087.2101757892,346389.4814869869,338690.78116731683,329153.32406679244,322885.41243535845,306280.1390659846,295759.1698956046,288268.2781363065,286848.5359516172,272548.343385628,263620.59045214346,259012.87090279107,250062.45446932007,240786.92860803645,237792.67752297834,227784.88209021967,223868.92362603403,217430.98622453323,209599.39172705004,202960.49305704038,200340.8354252706,189681.93075479177,183349.54976263427,181284.79944921596,177299.7519565473,170794.80940204262,166471.14705239987,160414.64381323106,158210.6985029491,148993.3343965578,142769.20033709196,144738.58086696704,140949.38785007794,130435.38495451718,128992.81419327736,126111.40755113165,121625.12203633318,122575.76078570189,120279.88579766845,112682.53227846378,110253.76299823498,105654.07372243924,105060.38756661325,101023.30600830301,101247.64329177878,89266.1306231787,92070.61323142018,89832.49787211785,86099.02055417837,80324.5206465647,78362.15363930735,76862.33248001842,77103.2966748428,77614.56893459486,71018.60402868058,72400.47962984143,70500.70021244847,63397.29304195163,61910.81712216988,60381.9215792579,59595.77058588127,54102.46953177665,60281.164186554546,58151.258695709585,53720.74134589142,54327.4737993096,53890.606762861724,54578.597248418635,43596.217883945945,47940.8605251747,48173.54330802097,44075.86858243853,39601.24698400004,41422.86958918519,41222.93538265397,34749.24037841562,35952.50246838807,36080.499612266314
mock_0050,DLR_PAR,4192389.4373956462,3486.348981073778,67152.30451424168,3.23854231639365,1,0.05323185965144188,0,1,1652383.8730860595,1602978.9366431548,1560136.5182244482,1513335.112073725,1471093.7457507683,1426029.824764285,1383616.8172064032,1344072.963388832,1304033.5961545245,1266710.2711847802,1225323.62631246,1193184.5220150652,1159952.5842856215,1124412.484591777,1092715.8584381419,1054825.4455717534,1027321.4470000308,1000202.9861800123,967745.6292393374,940313.962021565,913636.338060291,885785.8400548779,853350.0164330942,833131.8425351967,809712.4184955416,788826.781617766,761758.7963289102,741151.7172615501,718953.9288491124,695595.2860806081,677737.86169122,661590.8691253169,640166.171435313,617261.0869061826,600530.0395655783,580551.882495391,565998.3064072911,548369.069568286,533620.4375804337,515485.13999479846,503456.44707093964,489353.51576862624,472996.0273649571,463311.8576668071,442534.87239925226,431325.050974038,423095.9121857381,417593.94546295993,403205.739874805,387938.34748949186,378142.1111154028,371678.0703216124,366931.70627304533,368897.18013293704,364487.7828348274,363932.6062930374,361365.3009497014,350432.4087266574,342361.20800540864,337266.13347312633,333096.5888805095,315605.2616082493,311476.0805298528,307124.8191393153,303186.93375650636,293852.6290261413,284809.48965828907,279918.14666907844,271154.5295711471,269405.3952953156,261914.32994247295,252911.74882985943,245422.056382334,242076.03641037742,240494.95868319695,232352.49039433527,225470.88705998322,221817.43135437527,220969.34500272985,213350.20509826372,206364.7684239179,203078.23688035965,205345.67754562525,190786.48471860462,191480.704345582,187771.9074016638,183148.54964535302,178760.79548155324,169451.1141319875,166462.35566915176,162220.94024033894,170256.24902965102,162223.76755657367,162072.1508147651,155843.47394154087,156474.79466403084,148203.98790564525,146635.19542926995,144880.87000657828,141463.6423946674,140569.17973455723,141905.62167373035,133174.62172832843,131844.30828788673,129562.481383652,131468.04890732976,121752.35504148192,123336.3185076036,126130.48963922932,123380.88489646552,119733.77972920195,116146.93751096526,112085.77825577423,108640.0087463128,110715.70946613152,106106.30385903786,106295.51023681062,109522.0611152938,102933.60591808423,106486.30841096253,105697.85797892828,99190.46856274897,94613.67635172202,98424.62750157953,93376.87799912643,98638.14528362571,92324.93627601606,94365.77429033916
mock_0051,DLR_PAR,3041033.0959561714,3484.425214296818,56471.10663730625,3.183577551337654,1,0.06653074325237074,0,1,1202034.1576967426,1168472.848670128,1130463.7702908872,1094734.194271299,1063684.8605967094,1037914.0959625668,1002997.4692300993,971525.0419262048,945145.5649862803,917552.4900538417,895709.0429516248,870282.2709814472,837176.178780047,816595.0481130218,794302.547628777,764850.1694341466,745240.2906102433,721077.7875101601,705171.4099737527,676904.6330311756,658242.5365147069,640649.0697762187,620531.5770106873,605814.798921006,588306.8761541364,568983.1172522034,552412.2939291109,532928.3451463105,521354.03166359273,507103.5134797085,493062.9417394986,475573.01958074135,464915.4585312219,448169.68328361143,439062.98918441724,422392.586529397,407254.56016836746,392921.0650211324,383839.83840807044,378780.41031903797,366697.3752980669,354421.78551117174,340614.77862442867,333174.5480980889,323545.69302497816,311190.504350434,304567.5275877735,294609.29079763225,286287.5534521154,280225.2327407578,272036.0659723299,263548.32029423665,254266.06578566512,245530.4951075156,240187.1075154143,233780.87013440227,228808.62659496436,221995.73686110764,211504.1302391997,205377.60810057528,199863.1612522732,196614.1940084937,193054.72533054286,191378.55814756706,184659.77956784112,184545.2438342904,185457.3868121106,187270.3329462671,185181.39991127854,183745.42564328716,185310.17617961855,185054.01981597443,179285.9608198062,171778.06611421172,173747.53392292958,173060.5681318384,171613.7571564584,166846.30440134875,159524.35119242722,159846.20914173624,163589.99562436176,155066.5205589264,149676.57245035854,149136.59442396622,141333.30166594827,145143.3245314851,136893.77256800522,136128.1554965975,134263.38436796158,130940.06401768661,127579.07331643222,127166.4293847323,124214.41436183733,122497.95818601287,117477.72814016166,115863.40107345163,112775.07306676262,112336.32002182733,112944.91579606963,111380.50301779408,109104.7342132259,108542.18670004306,103071.38069448149,103417.36185203145,104538.01244414035,100517.09237809818,96418.88062822193,93918.23367887146,93193.91831553954,96236.96779261428,92664.6365767538,88956.53855327527,91878.21563114834,87622.92631117586,86405.97937382873,86585.56613893926,84004.6236639542,84905.9803039082,89341.10175970844,80000.04177584632,81656.78615079158,81130.96220500619,81665.31078118955,79051.61405604937,76156.26022042205,77791.16836735739,75678.61210929202,69139.3214837745
